initial-access,execution,persistence,privilege-escalation,defense-evasion,credential-access,discovery,lateral-movement,collection,command-and-control,exfiltration,impact
,,T1136.001
Create Account: Local Account
[Tested],T1098.003
Account Manipulation: Add Account to Group
[Tested],T1098.003
Account Manipulation: Add Account to Group
[Tested],,,,,,,
,,,T1136.001
Create Account: Local Account
[Tested],T1136.002
Create Account: Domain Account
[Tested],,,,,,,
,,,T1136.002
Create Account: Domain Account
[Tested],,,,,,,,